0.0000		429558
0.0500		428479
0.1000		429073
0.1500		428125
0.2000		430045
0.2500		430090
0.3000		430117
0.3500		428223
0.4000		428689
0.4500		427702
0.5000		428269
0.5500		429287
0.6000		429936
0.6500		429914
0.7000		428513
0.7500		429901
0.8000		428554
0.8500		428773
0.9000		428256
0.9500		429051
1.0000		429022
1.0500		430285
1.1000		428529
1.1500		429062
1.2000		429302
1.2500		429693
1.3000		429053
1.3500		429909
1.4000		429374
1.4500		428033
1.5000		429086
1.5500		428767
1.6000		429705
1.6500		428296
1.7000		428875
1.7500		429950
1.8000		429309
1.8500		428437
1.9000		428845
1.9500		428995
2.0000		428727
2.0500		428531
2.1000		430199
2.1500		428415
2.2000		429121
2.2500		429741
2.3000		429498
2.3500		427949
2.4000		427152
2.4500		428337
2.5000		427260
2.5500		427795
2.6000		428447
2.6500		427431
2.7000		429036
2.7500		428264
2.8000		428622
2.8500		428483
2.9000		429775
2.9500		428305
3.0000		428278
3.0500		428021
3.1000		428153
3.1500		427463
3.2000		427179
3.2500		427788
3.3000		427599
3.3500		428740
3.4000		428365
3.4500		428290
3.5000		427626
3.5500		427826
3.6000		429223
3.6500		428233
3.7000		428405
3.7500		428510
3.8000		428354
3.8500		428137
3.9000		428132
3.9500		428888
4.0000		426820
4.0500		428796
4.1000		428907
4.1500		428446
4.2000		429028
4.2500		429295
4.3000		428879
4.3500		428676
4.4000		428362
4.4500		427657
4.5000		427536
4.5500		428603
4.6000		428663
4.6500		428455
4.7000		428525
4.7500		427425
4.8000		427293
4.8500		428020
4.9000		428749
4.9500		428032
5.0000		427748
5.0500		427476
5.1000		428169
5.1500		427761
5.2000		428925
5.2500		428393
5.3000		427858
5.3500		428881
5.4000		428542
5.4500		427771
5.5000		428391
5.5500		428765
5.6000		427653
5.6500		427233
5.7000		427351
5.7500		428356
5.8000		427897
5.8500		426976
5.9000		427105
5.9500		427853
6.0000		428328
6.0500		427770
6.1000		428775
6.1500		428580
6.2000		428190
6.2500		427745
6.3000		429324
6.3500		427769
6.4000		428382
6.4500		428604
6.5000		428414
6.5500		428515
6.6000		427405
6.6500		428345
6.7000		427803
6.7500		427507
6.8000		428152
6.8500		428026
6.9000		428717
6.9500		428032
7.0000		428876
7.0500		427672
7.1000		428544
7.1500		428640
7.2000		429224
7.2500		428733
7.3000		427417
7.3500		427827
7.4000		427947
7.4500		427759
7.5000		427539
7.5500		428180
7.6000		428506
7.6500		427497
7.7000		429002
7.7500		427728
7.8000		428420
7.8500		428532
7.9000		427877
7.9500		427607
8.0000		427642
8.0500		429160
8.1000		428719
8.1500		428001
8.2000		428085
8.2500		428856
8.3000		428121
8.3500		427493
8.4000		428445
8.4500		427680
8.5000		426756
8.5500		428765
8.6000		428095
8.6500		427800
8.7000		428808
8.7500		427819
8.8000		428820
8.8500		427707
8.9000		428933
8.9500		427774
9.0000		428175
9.0500		427641
9.1000		429041
9.1500		428322
9.2000		427391
9.2500		428969
9.3000		428525
9.3500		427476
9.4000		428261
9.4500		428258
9.5000		427895
9.5500		427111
9.6000		428699
9.6500		428399
9.7000		427758
9.7500		429153
9.8000		428036
9.8500		428548
9.9000		429142
9.9500		428762
10.0000		427344
10.0500		428579
10.1000		428910
10.1500		427797
10.2000		428165
10.2500		428164
10.3000		428697
10.3500		428067
10.4000		428593
10.4500		429065
10.5000		427703
10.5500		427756
10.6000		427858
10.6500		427699
10.7000		427992
10.7500		428237
10.8000		428766
10.8500		427799
10.9000		428068
10.9500		429355
11.0000		428256
11.0500		428613
11.1000		428442
11.1500		427648
11.2000		428619
11.2500		427372
11.3000		428800
11.3500		427677
11.4000		427884
11.4500		427832
11.5000		428007
11.5500		428235
11.6000		428658
11.6500		428806
11.7000		428596
11.7500		428634
11.8000		427647
11.8500		428567
11.9000		427651
11.9500		427189
12.0000		427755
12.0500		427782
12.1000		427894
12.1500		427666
12.2000		428711
12.2500		427668
12.3000		427784
12.3500		428179
12.4000		428215
12.4500		429341
12.5000		427885
12.5500		427329
12.6000		428834
12.6500		428060
12.7000		428853
12.7500		428403
12.8000		427988
12.8500		428601
12.9000		428408
12.9500		427790
13.0000		427693
13.0500		427781
13.1000		428147
13.1500		428082
13.2000		428897
13.2500		427862
13.3000		428346
13.3500		428866
13.4000		428230
13.4500		427834
13.5000		428549
13.5500		429048
13.6000		428183
13.6500		428561
13.7000		428096
13.7500		428277
13.8000		428072
13.8500		428307
13.9000		428882
13.9500		428666
14.0000		427233
14.0500		427666
14.1000		428634
14.1500		428727
14.2000		428788
14.2500		428492
14.3000		429623
14.3500		427477
14.4000		428567
14.4500		428850
14.5000		428352
14.5500		428710
14.6000		429244
14.6500		427736
14.7000		429052
14.7500		429215
14.8000		428804
14.8500		429360
14.9000		428677
14.9500		428970
15.0000		428276
15.0500		428831
15.1000		427624
15.1500		428525
15.2000		428506
15.2500		428156
15.3000		428409
15.3500		428073
15.4000		429028
15.4500		428233
15.5000		428222
15.5500		428498
15.6000		429192
15.6500		428383
15.7000		428398
15.7500		428705
15.8000		428257
15.8500		428179
15.9000		427787
15.9500		429069
16.0000		428353
16.0500		428060
16.1000		428811
16.1500		427540
16.2000		428327
16.2500		427881
16.3000		427760
16.3500		428197
16.4000		428627
16.4500		428441
16.5000		428850
16.5500		429142
16.6000		429415
16.6500		427935
16.7000		428765
16.7500		428660
16.8000		428695
16.8500		428712
16.9000		428346
16.9500		427944
17.0000		428359
17.0500		428368
17.1000		428024
17.1500		428774
17.2000		428884
17.2500		427787
17.3000		428702
17.3500		428263
17.4000		428245
17.4500		428395
17.5000		428202
17.5500		428102
17.6000		428355
17.6500		427878
17.7000		428834
17.7500		428710
17.8000		429304
17.8500		427447
17.9000		427539
17.9500		428967
18.0000		427909
18.0500		428373
18.1000		427831
18.1500		429999
18.2000		427933
18.2500		428246
18.3000		428135
18.3500		427774
18.4000		427296
18.4500		427621
18.5000		427991
18.5500		428490
18.6000		428299
18.6500		428135
18.7000		428436
18.7500		429184
18.8000		428610
18.8500		427614
18.9000		427785
18.9500		428979
19.0000		427979
19.0500		427277
19.1000		429905
19.1500		427541
19.2000		428328
19.2500		429083
19.3000		427510
19.3500		428995
19.4000		427476
19.4500		429443
19.5000		428574
19.5500		428801
19.6000		428599
19.6500		427153
19.7000		427854
19.7500		428417
19.8000		428785
19.8500		429056
19.9000		428378
19.9500		429099
20.0000		428673
20.0500		427787
20.1000		428413
20.1500		428475
20.2000		427996
20.2500		428117
20.3000		427999
20.3500		429141
20.4000		427990
20.4500		429736
20.5000		427742
20.5500		427992
20.6000		429006
20.6500		427979
20.7000		428698
20.7500		427200
20.8000		428492
20.8500		428994
20.9000		428978
20.9500		428699
21.0000		428469
21.0500		428202
21.1000		428348
21.1500		428233
21.2000		429366
21.2500		428900
21.3000		428293
21.3500		428914
21.4000		427646
21.4500		429459
21.5000		428858
21.5500		428676
21.6000		428793
21.6500		428447
21.7000		427722
21.7500		427446
21.8000		428004
21.8500		428220
21.9000		427424
21.9500		428492
22.0000		426665
22.0500		428185
22.1000		428969
22.1500		427341
22.2000		428237
22.2500		429599
22.3000		427217
22.3500		427004
22.4000		427644
22.4500		428088
22.5000		428163
22.5500		427792
22.6000		428757
22.6500		428428
22.7000		428559
22.7500		428200
22.8000		428360
22.8500		427663
22.9000		428680
22.9500		428166
23.0000		428580
23.0500		429011
23.1000		428638
23.1500		428594
23.2000		428367
23.2500		428853
23.3000		427803
23.3500		427685
23.4000		427836
23.4500		427923
23.5000		428115
23.5500		428461
23.6000		427505
23.6500		428116
23.7000		428228
23.7500		427100
23.8000		427373
23.8500		428140
23.9000		427805
23.9500		428298
24.0000		427777
24.0500		427319
24.1000		427425
24.1500		428066
24.2000		428336
24.2500		427549
24.3000		428043
24.3500		428577
24.4000		428200
24.4500		428397
24.5000		428665
24.5500		426768
24.6000		428177
24.6500		427360
24.7000		427419
24.7500		428585
24.8000		428459
24.8500		425695
24.9000		427908
24.9500		427572
25.0000		427870
25.0500		427337
25.1000		427778
25.1500		427717
25.2000		426811
25.2500		428416
25.3000		428036
25.3500		427247
25.4000		428580
25.4500		428767
25.5000		428070
25.5500		428298
25.6000		428289
25.6500		426912
25.7000		427895
25.7500		427807
25.8000		427779
25.8500		427611
25.9000		428193
25.9500		427148
26.0000		428400
26.0500		427579
26.1000		427657
26.1500		427311
26.2000		427397
26.2500		428936
26.3000		428479
26.3500		427837
26.4000		428408
26.4500		427799
26.5000		428326
26.5500		426933
26.6000		428605
26.6500		427551
26.7000		427838
26.7500		427444
26.8000		427087
26.8500		428143
26.9000		428554
26.9500		427871
27.0000		427975
27.0500		428430
27.1000		428099
27.1500		427674
27.2000		428601
27.2500		428523
27.3000		428156
27.3500		428271
27.4000		427756
27.4500		426819
27.5000		428274
27.5500		427068
27.6000		427989
27.6500		426988
27.7000		427675
27.7500		428544
27.8000		428068
27.8500		428347
27.9000		427423
27.9500		427090
28.0000		427935
28.0500		429101
28.1000		427988
28.1500		428177
28.2000		427140
28.2500		427763
28.3000		428669
28.3500		427345
28.4000		427531
28.4500		428093
28.5000		427833
28.5500		427753
28.6000		428241
28.6500		429206
28.7000		428116
28.7500		427674
28.8000		428563
28.8500		427919
28.9000		428658
28.9500		427828
29.0000		428498
29.0500		428436
29.1000		427496
29.1500		427300
29.2000		428297
29.2500		426928
29.3000		428277
29.3500		429334
29.4000		428370
29.4500		429562
29.5000		427635
29.5500		428519
29.6000		428034
29.6500		427212
29.7000		428223
29.7500		428734
29.8000		426383
29.8500		428275
29.9000		427938
29.9500		427355
30.0000		427098
30.0500		427418
30.1000		427909
30.1500		428067
30.2000		427172
30.2500		427272
30.3000		427557
30.3500		428338
30.4000		427608
30.4500		428438
30.5000		428899
30.5500		428400
30.6000		426706
30.6500		428571
30.7000		428813
30.7500		427577
30.8000		427644
30.8500		428123
30.9000		427748
30.9500		427816
31.0000		427758
31.0500		428148
31.1000		428374
31.1500		427622
31.2000		427996
31.2500		428070
31.3000		427358
31.3500		428603
31.4000		427999
31.4500		428112
31.5000		428091
31.5500		428259
31.6000		428041
31.6500		427470
31.7000		428702
31.7500		428046
31.8000		427616
31.8500		428328
31.9000		428309
31.9500		426653
32.0000		427473
32.0500		427676
32.1000		428403
32.1500		427774
32.2000		428910
32.2500		427229
32.3000		428002
32.3500		428820
32.4000		427384
32.4500		428578
32.5000		426788
32.5500		426934
32.6000		428200
32.6500		428118
32.7000		427344
32.7500		427501
32.8000		428095
32.8500		427859
32.9000		428456
32.9500		427536
33.0000		427183
33.0500		428314
33.1000		428518
33.1500		428860
33.2000		428310
33.2500		428693
33.3000		426395
33.3500		428886
33.4000		426808
33.4500		428226
33.5000		428105
33.5500		427683
33.6000		428128
33.6500		427954
33.7000		428019
33.7500		427518
33.8000		428059
33.8500		428245
33.9000		428079
33.9500		427681
34.0000		426852
34.0500		428171
34.1000		428933
34.1500		428464
34.2000		428272
34.2500		428648
34.3000		428249
34.3500		428085
34.4000		427451
34.4500		427576
34.5000		427237
34.5500		428062
34.6000		427321
34.6500		427737
34.7000		428176
34.7500		428568
34.8000		427726
34.8500		428007
34.9000		428271
34.9500		428804
35.0000		428102
35.0500		426583
35.1000		427687
35.1500		427799
35.2000		428145
35.2500		427659
35.3000		427773
35.3500		428565
35.4000		428314
35.4500		427329
35.5000		428179
35.5500		428191
35.6000		428144
35.6500		428851
35.7000		428818
35.7500		427738
35.8000		427812
35.8500		427231
35.9000		428728
35.9500		429001
36.0000		428032
36.0500		427968
36.1000		428233
36.1500		427931
36.2000		427574
36.2500		428762
36.3000		429059
36.3500		428057
36.4000		429136
36.4500		427953
36.5000		427663
36.5500		428497
36.6000		427351
36.6500		428014
36.7000		427426
36.7500		426847
36.8000		428355
36.8500		427859
36.9000		427849
36.9500		428267
37.0000		427693
37.0500		428598
37.1000		428211
37.1500		428358
37.2000		428942
37.2500		428086
37.3000		427989
37.3500		428026
37.4000		429281
37.4500		428396
37.5000		427136
37.5500		428104
37.6000		427337
37.6500		428270
37.7000		428839
37.7500		428838
37.8000		428406
37.8500		429434
37.9000		428074
37.9500		428090
38.0000		428541
38.0500		428450
38.1000		427761
38.1500		427767
38.2000		429078
38.2500		427661
38.3000		427344
38.3500		427581
38.4000		429513
38.4500		428618
38.5000		427939
38.5500		428709
38.6000		428197
38.6500		428984
38.7000		428689
38.7500		427876
38.8000		428640
38.8500		428062
38.9000		428413
38.9500		428188
39.0000		428958
39.0500		429950
39.1000		427405
39.1500		427556
39.2000		428906
39.2500		428155
39.3000		428282
39.3500		428247
39.4000		427791
39.4500		428317
39.5000		428436
39.5500		429090
39.6000		428023
39.6500		428091
39.7000		428814
39.7500		429813
39.8000		428662
39.8500		427701
39.9000		429428
39.9500		428566
40.0000		428259
40.0500		429272
40.1000		427997
40.1500		428833
40.2000		428317
40.2500		428396
40.3000		429374
40.3500		428526
40.4000		428820
40.4500		428878
40.5000		428104
40.5500		428071
40.6000		427716
40.6500		427513
40.7000		428028
40.7500		428308
40.8000		427931
40.8500		427589
40.9000		428834
40.9500		427942
41.0000		428520
41.0500		428882
41.1000		427983
41.1500		428392
41.2000		427949
41.2500		427949
41.3000		427143
